gene,CHR,BP
AT5G63160,5,63160
AT5G64120,5,64120
ATMG00580,M,580
AT1G01480,1,1480
AT1G02790,1,2790
AT1G02840,1,2840
AT1G03905,1,3905
AT1G03970,1,3970
AT1G11180,1,11180
AT1G13400,1,13400
AT1G15890,1,15890
AT1G19430,1,19430
AT1G20010,1,20010
AT1G22500,1,22500
AT1G26870,1,26870
AT1G31020,1,31020
AT1G48120,1,48120
AT1G48300,1,48300
AT1G50590,1,50590
AT1G56555,1,56555
AT1G58070,1,58070
AT1G61960,1,61960
AT1G61970,1,61970
AT1G65430,1,65430
AT1G67865,1,67865
AT1G73400,1,73400
AT1G76650,1,76650
AT1G77120,1,77120
AT2G01290,2,1290
AT2G02840,2,2840
AT2G04795,2,4795
AT2G07712,2,7712
AT2G19640,2,19640
AT2G20910,2,20910
AT2G22470,2,22470
AT2G23390,2,23390
AT2G26810,2,26810
AT2G32450,2,32450
AT2G33640,2,33640
AT2G33980,2,33980
AT2G35960,2,35960
AT2G46505,2,46505
AT2G47820,2,47820
AT3G01340,3,1340
AT3G02590,3,2590
AT3G10570,3,10570
AT3G10650,3,10650
AT3G11620,3,11620
AT3G11670,3,11670
AT3G12380,3,12380
AT3G15960,3,15960
AT3G17668,3,17668
AT3G24518,3,24518
AT3G27820,3,27820
AT3G42180,3,42180
AT3G42935,3,42935
AT3G43590,3,43590
AT3G43715,3,43715
AT3G58930,3,58930
AT3G61200,3,61200
AT3G61970,3,61970
AT3G62660,3,62660
AT3G63130,3,63130
AT4G03380,4,3380
AT4G04860,4,4860
AT4G07700,4,7700
AT4G21730,4,21730
AT4G23400,4,23400
AT4G24620,4,24620
AT4G27730,4,27730
AT4G28690,4,28690
AT4G31140,4,31140
AT4G31470,4,31470
AT4G33450,4,33450
AT4G37682,4,37682
AT4G38225,4,38225
AT4G39520,4,39520
AT5G02880,5,2880
AT5G04510,5,4510
AT5G06210,5,6210
AT5G10310,5,10310
AT5G11430,5,11430
AT5G23950,5,23950
AT5G25415,5,25415
AT5G45700,5,45700
AT5G47390,5,47390
AT5G49520,5,49520
AT5G54790,5,54790
AT5G58640,5,58640
ATMG00513,M,513
AT1G08280,1,8280
AT1G08670,1,8670
AT1G09150,1,9150
AT1G11950,1,11950
AT1G19371,1,19371
AT1G20693,1,20693
AT1G20750,1,20750
AT1G21910,1,21910
AT1G35115,1,35115
AT1G49150,1,49150
AT1G52790,1,52790
AT1G56590,1,56590
AT1G58360,1,58360
AT1G60600,1,60600
AT1G60920,1,60920
AT1G62430,1,62430
AT1G69150,1,69150
AT1G70670,1,70670
AT1G78120,1,78120
AT2G01270,2,1270
AT2G01680,2,1680
AT2G01850,2,1850
AT2G05530,2,5530
AT2G14095,2,14095
AT2G15000,2,15000
AT2G16520,2,16520
AT2G18460,2,18460
AT2G21410,2,21410
AT2G21990,2,21990
AT2G26340,2,26340
AT2G33820,2,33820
AT2G36120,2,36120
AT2G40080,2,40080
AT2G44740,2,44740
AT3G01460,3,1460
AT3G05890,3,5890
AT3G06630,3,6630
AT3G09180,3,9180
AT3G14720,3,14720
AT3G15700,3,15700
AT3G26813,3,26813
AT3G48410,3,48410
AT3G52390,3,52390
AT3G53250,3,53250
AT3G56490,3,56490
AT3G60330,3,60330
AT4G01030,4,1030
AT4G04930,4,4930
AT4G13235,4,13235
AT4G13600,4,13600
AT4G14980,4,14980
AT4G16870,4,16870
AT4G19950,4,19950
AT4G20050,4,20050
AT4G32460,4,32460
AT4G32990,4,32990
AT4G36820,4,36820
AT4G38240,4,38240
AT4G39404,4,39404
AT5G11280,5,11280
AT5G13330,5,13330
AT5G14870,5,14870
AT5G23370,5,23370
AT5G25460,5,25460
AT5G36740,5,36740
AT5G38290,5,38290
AT5G40270,5,40270
AT5G45113,5,45113
AT5G45610,5,45610
AT5G45870,5,45870
AT5G48890,5,48890
AT5G57830,5,57830
AT5G65050,5,65050
AT5G65170,5,65170
AT5G66300,5,66300
AT5G67550,5,67550
AT1G05135,1,5135
AT1G07960,1,7960
AT1G08490,1,8490
AT1G11210,1,11210
AT1G19730,1,19730
AT1G21610,1,21610
AT1G22230,1,22230
AT1G22790,1,22790
AT1G31100,1,31100
AT1G35140,1,35140
AT1G44960,1,44960
AT1G52810,1,52810
AT1G53400,1,53400
AT1G54170,1,54170
AT1G55270,1,55270
AT1G60690,1,60690
AT1G63295,1,63295
AT1G66440,1,66440
AT1G67420,1,67420
AT1G68170,1,68170
AT1G70080,1,70080
AT1G76760,1,76760
AT1G80280,1,80280
AT2G17500,2,17500
AT2G18120,2,18120
AT2G19140,2,19140
AT2G22690,2,22690
AT2G27140,2,27140
AT2G28310,2,28310
AT2G29500,2,29500
AT2G34140,2,34140
AT2G37630,2,37630
AT2G40113,2,40113
AT3G01260,3,1260
AT3G01910,3,1910
AT3G07400,3,7400
AT3G13180,3,13180
AT3G17090,3,17090
AT3G21420,3,21420
AT3G24210,3,24210
AT3G26250,3,26250
AT3G26360,3,26360
AT3G46250,3,46250
AT3G49750,3,49750
AT3G52140,3,52140
AT3G52155,3,52155
AT3G53570,3,53570
AT3G54440,3,54440
AT3G55734,3,55734
AT3G60380,3,60380
AT4G00450,4,450
AT4G05150,4,5150
AT4G09590,4,9590
AT4G11360,4,11360
AT4G16515,4,16515
AT4G21440,4,21440
AT4G24810,4,24810
AT4G26470,4,26470
AT4G27480,4,27480
AT4G31350,4,31350
AT4G32551,4,32551
AT4G33730,4,33730
AT4G33880,4,33880
AT4G35540,4,35540
AT5G01370,5,1370
AT5G04180,5,4180
AT5G05740,5,5740
AT5G14450,5,14450
AT5G17640,5,17640
AT5G42520,5,42520
AT5G44930,5,44930
AT5G45310,5,45310
AT5G52270,5,52270
AT5G53270,5,53270
AT5G60190,5,60190
ATCG01020,C,1020
AT1G04810,1,4810
AT1G05990,1,5990
AT1G11410,1,11410
AT1G14960,1,14960
AT1G15510,1,15510
AT1G30810,1,30810
AT1G31850,1,31850
AT1G43750,1,43750
AT1G47610,1,47610
AT1G48640,1,48640
AT1G53130,1,53130
AT1G67150,1,67150
AT1G67160,1,67160
AT1G68490,1,68490
AT1G69600,1,69600
AT1G70200,1,70200
AT1G70680,1,70680
AT1G70800,1,70800
AT1G79630,1,79630
AT2G01950,2,1950
AT2G03270,2,3270
AT2G05300,2,5300
AT2G13360,2,13360
AT2G13910,2,13910
AT2G28970,2,28970
AT2G30130,2,30130
AT2G32700,2,32700
AT2G37420,2,37420
AT2G47920,2,47920
AT3G01300,3,1300
AT3G06770,3,6770
AT3G07030,3,7030
AT3G14680,3,14680
AT3G28610,3,28610
AT3G30213,3,30213
AT3G44440,3,44440
AT3G46060,3,46060
AT3G46960,3,46960
AT3G48780,3,48780
AT3G50400,3,50400
AT3G50520,3,50520
AT3G56780,3,56780
AT3G60870,3,60870
AT3G61930,3,61930
AT3G63030,3,63030
AT4G05631,4,5631
AT4G15393,4,15393
AT4G18980,4,18980
AT4G25380,4,25380
AT4G25780,4,25780
AT4G28350,4,28350
AT4G31840,4,31840
AT4G38100,4,38100
AT4G38215,4,38215
AT4G38400,4,38400
AT4G39480,4,39480
AT5G04390,5,4390
AT5G05970,5,5970
AT5G07475,5,7475
AT5G13150,5,13150
AT5G15180,5,15180
AT5G24310,5,24310
AT5G37240,5,37240
AT5G40930,5,40930
AT5G41050,5,41050
AT5G44730,5,44730
AT5G60170,5,60170
AT5G60760,5,60760
AT1G07420,1,7420
AT1G22620,1,22620
AT1G29200,1,29200
AT1G29790,1,29790
AT1G30750,1,30750
AT1G31310,1,31310
AT1G42560,1,42560
AT1G43770,1,43770
AT1G56720,1,56720
AT1G58330,1,58330
AT1G61900,1,61900
AT1G63700,1,63700
AT1G74160,1,74160
AT1G74510,1,74510
AT1G75166,1,75166
AT1G80730,1,80730
AT2G10980,2,10980
AT2G18550,2,18550
AT2G27190,2,27190
AT2G35635,2,35635
AT2G38510,2,38510
AT2G44110,2,44110
AT2G45310,2,45310
AT2G47050,2,47050
AT2G48060,2,48060
AT3G01750,3,1750
AT3G06270,3,6270
AT3G06350,3,6350
AT3G06455,3,6455
AT3G13175,3,13175
AT3G22620,3,22620
AT3G25700,3,25700
AT3G27450,3,27450
AT3G28040,3,28040
AT3G28710,3,28710
AT3G45750,3,45750
AT3G55060,3,55060
AT3G58190,3,58190
AT3G61118,3,61118
AT3G61530,3,61530
AT3G62280,3,62280
AT3G63360,3,63360
AT4G11610,4,11610
AT4G11990,4,11990
AT4G12550,4,12550
AT4G16540,4,16540
AT4G17585,4,17585
AT4G24204,4,24204
AT4G27950,4,27950
AT4G28100,4,28100
AT4G38680,4,38680
AT4G39090,4,39090
AT4G40030,4,40030
AT5G01180,5,1180
AT5G10040,5,10040
AT5G25560,5,25560
AT5G25754,5,25754
AT5G25980,5,25980
AT5G27440,5,27440
AT5G33320,5,33320
AT5G41260,5,41260
AT5G42080,5,42080
AT5G47110,5,47110
AT5G47820,5,47820
AT5G49190,5,49190
AT5G50750,5,50750
AT5G55020,5,55020
AT5G55893,5,55893
AT5G56200,5,56200
AT5G58010,5,58010
AT5G64250,5,64250
AT1G03680,1,3680
AT1G07120,1,7120
AT1G08090,1,8090
AT1G18340,1,18340
AT1G29830,1,29830
AT1G49600,1,49600
AT1G60140,1,60140
AT1G60990,1,60990
AT1G77290,1,77290
AT1G79000,1,79000
AT2G10430,2,10430
AT2G21188,2,21188
AT2G21950,2,21950
AT2G25460,2,25460
AT2G28440,2,28440
AT2G32000,2,32000
AT2G32910,2,32910
AT2G37650,2,37650
AT2G42160,2,42160
AT2G42900,2,42900
AT2G43310,2,43310
AT2G44530,2,44530
AT3G03940,3,3940
AT3G04550,3,4550
AT3G05570,3,5570
AT3G07670,3,7670
AT3G18530,3,18530
AT3G23830,3,23830
AT3G24640,3,24640
AT3G42950,3,42950
AT3G48240,3,48240
AT3G50230,3,50230
AT3G51400,3,51400
AT3G54030,3,54030
AT3G59470,3,59470
AT3G60620,3,60620
AT3G62240,3,62240
AT4G00740,4,740
AT4G04780,4,4780
AT4G12770,4,12770
AT4G14430,4,14430
AT4G17785,4,17785
AT4G20740,4,20740
AT4G24140,4,24140
AT4G28760,4,28760
AT4G28990,4,28990
AT4G29230,4,29230
AT4G33010,4,33010
AT4G33666,4,33666
AT4G35520,4,35520
AT4G39420,4,39420
AT5G02590,5,2590
AT5G05260,5,5260
AT5G13730,5,13730
AT5G14110,5,14110
AT5G15140,5,15140
AT5G15420,5,15420
AT5G16370,5,16370
AT5G19560,5,19560
AT5G20090,5,20090
AT5G35840,5,35840
AT5G42900,5,42900
AT5G43570,5,43570
AT5G45200,5,45200
AT5G47310,5,47310
AT5G47540,5,47540
AT5G67060,5,67060
AT5G67320,5,67320
AT5G67590,5,67590
AT1G02080,1,2080
AT1G06950,1,6950
AT1G07290,1,7290
AT1G08630,1,8630
AT1G10100,1,10100
AT1G26630,1,26630
AT1G30470,1,30470
AT1G31050,1,31050
AT1G31835,1,31835
AT1G32049,1,32049
AT1G54410,1,54410
AT1G55820,1,55820
AT1G59740,1,59740
AT1G61165,1,61165
AT2G01090,2,1090
AT2G07070,2,7070
AT2G16230,2,16230
AT2G18280,2,18280
AT2G18950,2,18950
AT2G20410,2,20410
AT2G26870,2,26870
AT2G29000,2,29000
AT2G33350,2,33350
AT2G36770,2,36770
AT2G40630,2,40630
AT2G42005,2,42005
AT3G01513,3,1513
AT3G05130,3,5130
AT3G06590,3,6590
AT3G13170,3,13170
AT3G13224,3,13224
AT3G21510,3,21510
AT3G26812,3,26812
AT3G45390,3,45390
AT3G48870,3,48870
AT3G49880,3,49880
AT3G50350,3,50350
AT3G52460,3,52460
AT3G53210,3,53210
AT3G54190,3,54190
AT3G55330,3,55330
AT3G59640,3,59640
AT3G62760,3,62760
AT3G63290,3,63290
AT3G63370,3,63370
AT4G08330,4,8330
AT4G12510,4,12510
AT4G20210,4,20210
AT4G20420,4,20420
AT4G29330,4,29330
AT4G30980,4,30980
AT4G34680,4,34680
AT5G13820,5,13820
AT5G14350,5,14350
AT5G14920,5,14920
AT5G15254,5,15254
AT5G16860,5,16860
AT5G18030,5,18030
AT5G20590,5,20590
AT5G21100,5,21100
AT5G22800,5,22800
AT5G23480,5,23480
AT5G35740,5,35740
AT5G36230,5,36230
AT5G39570,5,39570
AT5G40855,5,40855
AT5G42730,5,42730
AT5G43860,5,43860
AT5G44670,5,44670
AT5G49870,5,49870
AT5G51640,5,51640
AT5G59050,5,59050
AT5G63030,5,63030
AT5G64920,5,64920
AT1G16540,1,16540
AT1G16590,1,16590
AT1G21630,1,21630
AT1G25320,1,25320
AT1G29460,1,29460
AT1G30700,1,30700
AT1G31290,1,31290
AT1G36160,1,36160
AT1G48800,1,48800
AT1G54390,1,54390
AT1G60360,1,60360
AT1G68050,1,68050
AT1G73240,1,73240
AT1G73980,1,73980
AT1G75660,1,75660
AT1G76960,1,76960
AT1G78290,1,78290
AT1G78530,1,78530
AT1G78970,1,78970
AT1G80580,1,80580
AT2G05140,2,5140
AT2G16570,2,16570
AT2G18410,2,18410
AT2G21800,2,21800
AT2G29480,2,29480
AT2G37450,2,37450
AT2G45290,2,45290
AT3G03800,3,3800
AT3G04230,3,4230
AT3G14570,3,14570
AT3G20880,3,20880
AT3G21460,3,21460
AT3G22250,3,22250
AT3G27900,3,27900
AT3G30122,3,30122
AT3G48940,3,48940
AT3G51860,3,51860
AT3G54366,3,54366
AT3G61550,3,61550
AT3G62720,3,62720
AT3G63490,3,63490
AT4G08990,4,8990
AT4G12570,4,12570
AT4G14145,4,14145
AT4G14520,4,14520
AT4G18260,4,18260
AT4G20220,4,20220
AT4G25260,4,25260
AT4G30190,4,30190
AT4G30500,4,30500
AT4G32790,4,32790
AT4G33540,4,33540
AT4G33925,4,33925
AT4G34280,4,34280
AT4G34910,4,34910
AT5G02000,5,2000
AT5G05900,5,5900
AT5G13250,5,13250
AT5G16840,5,16840
AT5G37370,5,37370
AT5G41020,5,41020
AT5G48500,5,48500
AT5G52880,5,52880
AT5G53190,5,53190
AT5G55370,5,55370
AT5G56030,5,56030
AT5G65690,5,65690
ATCG00820,C,820
AT1G04760,1,4760
AT1G06900,1,6900
AT1G13380,1,13380
AT1G14770,1,14770
AT1G15190,1,15190
AT1G16270,1,16270
AT1G17235,1,17235
AT1G18320,1,18320
AT1G20840,1,20840
AT1G36390,1,36390
AT1G50950,1,50950
AT1G51770,1,51770
AT1G52570,1,52570
AT1G54540,1,54540
AT1G65270,1,65270
AT1G76350,1,76350
AT1G77470,1,77470
AT2G02795,2,2795
AT2G13690,2,13690
AT2G27700,2,27700
AT2G28370,2,28370
AT2G30050,2,30050
AT2G32120,2,32120
AT2G36290,2,36290
AT2G37150,2,37150
AT2G38020,2,38020
AT2G40540,2,40540
AT2G41490,2,41490
AT2G43420,2,43420
AT2G47880,2,47880
AT3G01890,3,1890
AT3G06490,3,6490
AT3G09960,3,9960
AT3G18950,3,18950
AT3G23800,3,23800
AT3G25717,3,25717
AT3G43540,3,43540
AT3G48800,3,48800
AT3G52660,3,52660
AT3G61310,3,61310
AT4G05018,4,5018
AT4G09560,4,9560
AT4G10360,4,10360
AT4G15740,4,15740
AT4G16530,4,16530
AT4G18593,4,18593
AT4G19210,4,19210
AT4G22300,4,22300
AT4G23640,4,23640
AT4G26630,4,26630
AT4G31150,4,31150
AT4G32520,4,32520
AT4G36190,4,36190
AT4G38700,4,38700
AT5G03280,5,3280
AT5G03495,5,3495
AT5G03500,5,3500
AT5G15750,5,15750
AT5G16730,5,16730
AT5G18260,5,18260
AT5G18661,5,18661
AT5G20380,5,20380
AT5G25120,5,25120
AT5G36170,5,36170
AT5G36870,5,36870
AT5G36930,5,36930
AT5G37020,5,37020
AT5G37790,5,37790
AT5G39210,5,39210
AT5G40040,5,40040
AT5G41920,5,41920
AT5G53250,5,53250
AT5G53440,5,53440
AT5G55390,5,55390
AT5G56544,5,56544
AT5G57880,5,57880
AT1G05160,1,5160
AT1G09420,1,9420
AT1G10220,1,10220
AT1G28470,1,28470
AT1G30560,1,30560
AT1G35186,1,35186
AT1G53635,1,53635
AT1G60230,1,60230
AT1G65385,1,65385
AT1G65510,1,65510
AT1G74720,1,74720
AT1G78170,1,78170
AT1G79420,1,79420
AT2G01034,2,1034
AT2G14050,2,14050
AT2G17430,2,17430
AT2G32750,2,32750
AT2G35075,2,35075
AT2G36810,2,36810
AT2G38210,2,38210
AT2G40590,2,40590
AT2G42920,2,42920
AT3G01740,3,1740
AT3G02580,3,2580
AT3G04780,3,4780
AT3G07540,3,7540
AT3G09595,3,9595
AT3G09690,3,9690
AT3G12110,3,12110
AT3G13772,3,13772
AT3G15590,3,15590
AT3G18970,3,18970
AT3G20395,3,20395
AT3G20530,3,20530
AT3G20930,3,20930
AT3G29280,3,29280
AT3G56980,3,56980
AT3G58040,3,58040
AT3G63095,3,63095
AT4G06634,4,6634
AT4G07507,4,7507
AT4G10465,4,10465
AT4G11810,4,11810
AT4G13550,4,13550
AT4G15550,4,15550
AT4G18570,4,18570
AT4G19500,4,19500
AT4G22050,4,22050
AT4G22080,4,22080
AT4G23690,4,23690
AT4G24470,4,24470
AT4G24610,4,24610
AT4G25490,4,25490
AT4G26450,4,26450
AT4G31910,4,31910
AT4G35420,4,35420
AT4G35760,4,35760
AT4G36840,4,36840
AT4G36930,4,36930
AT4G39366,4,39366
AT5G06820,5,6820
AT5G17390,5,17390
AT5G27000,5,27000
AT5G43700,5,43700
AT5G45830,5,45830
AT5G55660,5,55660
AT5G56460,5,56460
AT5G58770,5,58770
AT5G60330,5,60330
AT5G63280,5,63280
AT5G66820,5,66820
AT1G01610,1,1610
AT1G03070,1,3070
AT1G04370,1,4370
AT1G05590,1,5590
AT1G08315,1,8315
AT1G14210,1,14210
AT1G14910,1,14910
AT1G18860,1,18860
AT1G22050,1,22050
AT1G22460,1,22460
AT1G28360,1,28360
AT1G33270,1,33270
AT1G34000,1,34000
AT1G34020,1,34020
AT1G35170,1,35170
AT1G45229,1,45229
AT1G62810,1,62810
AT1G65440,1,65440
AT1G66330,1,66330
AT2G04630,2,4630
AT2G21100,2,21100
AT2G26000,2,26000
AT2G27180,2,27180
AT2G28100,2,28100
AT2G28460,2,28460
AT2G30766,2,30766
AT2G31480,2,31480
AT2G35140,2,35140
AT2G37030,2,37030
AT2G39910,2,39910
AT2G40316,2,40316
AT2G43932,2,43932
AT2G45550,2,45550
AT2G46455,2,46455
AT3G03030,3,3030
AT3G08885,3,8885
AT3G10210,3,10210
AT3G16090,3,16090
AT3G17000,3,17000
AT3G18535,3,18535
AT3G20310,3,20310
AT3G22320,3,22320
AT3G27220,3,27220
AT3G27830,3,27830
AT3G43358,3,43358
AT3G50560,3,50560
AT3G51910,3,51910
AT3G55870,3,55870
AT4G02710,4,2710
AT4G09490,4,9490
AT4G10180,4,10180
AT4G12450,4,12450
AT4G13450,4,13450
AT4G15760,4,15760
AT4G26790,4,26790
AT4G27960,4,27960
AT4G32700,4,32700
AT4G34970,4,34970
AT4G36050,4,36050
AT4G37780,4,37780
AT4G38230,4,38230
AT5G03795,5,3795
AT5G07480,5,7480
AT5G09720,5,9720
AT5G12190,5,12190
AT5G14000,5,14000
AT5G16470,5,16470
AT5G19820,5,19820
AT5G26280,5,26280
AT5G26680,5,26680
AT5G26820,5,26820
AT5G38800,5,38800
AT5G39890,5,39890
AT5G44610,5,44610
AT5G45880,5,45880
AT5G46430,5,46430
AT5G51350,5,51350
AT5G54180,5,54180
AT5G62990,5,62990
AT5G65940,5,65940
AT1G06923,1,6923
AT1G09180,1,9180
AT1G09570,1,9570
AT1G12500,1,12500
AT1G15340,1,15340
AT1G22610,1,22610
AT1G26500,1,26500
AT1G27920,1,27920
AT1G37050,1,37050
AT1G44050,1,44050
AT1G44810,1,44810
AT1G48550,1,48550
AT1G54760,1,54760
AT1G66400,1,66400
AT1G67070,1,67070
AT1G74490,1,74490
AT1G80480,1,80480
AT2G01200,2,1200
AT2G04500,2,4500
AT2G20825,2,20825
AT2G26800,2,26800
AT2G29010,2,29010
AT2G35380,2,35380
AT2G39880,2,39880
AT2G43410,2,43410
AT2G47960,2,47960
AT3G03270,3,3270
AT3G03773,3,3773
AT3G08930,3,8930
AT3G12685,3,12685
AT3G14172,3,14172
AT3G15550,3,15550
AT3G20010,3,20010
AT3G20080,3,20080
AT3G22570,3,22570
AT3G59200,3,59200
AT3G60720,3,60720
AT4G01575,4,1575
AT4G02670,4,2670
AT4G05100,4,5100
AT4G20362,4,20362
AT4G20390,4,20390
AT4G21560,4,21560
AT4G22900,4,22900
AT4G25320,4,25320
AT4G27020,4,27020
AT4G28260,4,28260
AT4G39363,4,39363
AT5G01280,5,1280
AT5G02860,5,2860
AT5G08750,5,8750
AT5G16440,5,16440
AT5G17440,5,17440
AT5G23100,5,23100
AT5G23660,5,23660
AT5G24910,5,24910
AT5G49480,5,49480
AT1G02500,1,2500
AT1G05600,1,5600
AT1G10940,1,10940
AT1G13640,1,13640
AT1G13770,1,13770
AT1G17540,1,17540
AT1G18670,1,18670
AT1G19740,1,19740
AT1G19880,1,19880
AT1G20696,1,20696
AT1G21530,1,21530
AT1G28830,1,28830
AT1G29430,1,29430
AT1G29810,1,29810
AT1G35460,1,35460
AT1G43650,1,43650
AT1G54140,1,54140
AT1G54660,1,54660
AT1G55325,1,55325
AT1G60050,1,60050
AT1G63310,1,63310
AT1G67960,1,67960
AT1G68450,1,68450
AT1G71480,1,71480
AT1G71720,1,71720
AT1G73165,1,73165
AT1G78260,1,78260
AT1G79350,1,79350
AT2G14510,2,14510
AT2G25140,2,25140
AT2G27480,2,27480
AT2G32530,2,32530
AT2G38800,2,38800
AT3G02150,3,2150
AT3G02600,3,2600
AT3G04460,3,4460
AT3G05120,3,5120
AT3G09320,3,9320
AT3G13300,3,13300
AT3G14067,3,14067
AT3G15900,3,15900
AT3G18790,3,18790
AT3G23310,3,23310
AT3G26560,3,26560
AT3G29330,3,29330
AT3G46630,3,46630
AT3G51540,3,51540
AT3G57580,3,57580
AT3G59130,3,59130
AT3G60630,3,60630
AT4G06598,4,6598
AT4G12500,4,12500
AT4G12740,4,12740
AT4G17620,4,17620
AT4G25750,4,25750
AT4G31740,4,31740
AT4G32260,4,32260
AT4G35800,4,35800
AT4G39850,4,39850
AT5G06278,5,6278
AT5G10980,5,10980
AT5G16110,5,16110
AT5G19480,5,19480
AT5G43620,5,43620
AT5G45790,5,45790
AT5G47740,5,47740
AT5G51070,5,51070
AT5G64310,5,64310
AT5G67245,5,67245
AT1G05894,1,5894
AT1G09350,1,9350
AT1G11500,1,11500
AT1G14660,1,14660
AT1G18290,1,18290
AT1G20390,1,20390
AT1G23550,1,23550
AT1G23750,1,23750
AT1G26120,1,26120
AT1G30440,1,30440
AT1G31350,1,31350
AT1G52155,1,52155
AT1G60680,1,60680
AT1G64410,1,64410
AT1G66345,1,66345
AT1G67270,1,67270
AT1G69340,1,69340
AT1G72820,1,72820
AT1G73390,1,73390
AT1G77690,1,77690
AT2G01930,2,1930
AT2G02540,2,2540
AT2G14760,2,14760
AT2G15310,2,15310
AT2G18470,2,18470
AT2G20030,2,20030
AT2G20830,2,20830
AT2G22942,2,22942
AT2G23030,2,23030
AT2G24590,2,24590
AT2G25970,2,25970
AT2G32940,2,32940
AT2G35170,2,35170
AT2G35795,2,35795
AT3G01350,3,1350
AT3G05530,3,5530
AT3G06640,3,6640
AT3G10840,3,10840
AT3G11220,3,11220
AT3G12050,3,12050
AT3G17670,3,17670
AT3G20087,3,20087
AT3G20450,3,20450
AT3G26470,3,26470
AT3G49540,3,49540
AT3G50380,3,50380
AT4G03505,4,3505
AT4G11230,4,11230
AT4G14103,4,14103
AT4G17580,4,17580
AT4G19920,4,19920
AT4G22758,4,22758
AT4G27250,4,27250
AT4G28840,4,28840
AT4G30010,4,30010
AT4G32900,4,32900
AT4G33260,4,33260
AT5G08415,5,8415
AT5G08450,5,8450
AT5G08520,5,8520
AT5G11150,5,11150
AT5G13240,5,13240
AT5G14390,5,14390
AT5G15720,5,15720
AT5G16660,5,16660
AT5G18010,5,18010
AT5G24380,5,24380
AT5G26740,5,26740
AT5G44210,5,44210
AT5G45160,5,45160
AT5G49140,5,49140
AT5G50160,5,50160
AT5G54950,5,54950
AT5G56100,5,56100
AT5G59000,5,59000
AT5G60700,5,60700
AT5G62570,5,62570
AT1G03240,1,3240
AT1G04100,1,4100
AT1G04210,1,4210
AT1G04290,1,4290
AT1G05150,1,5150
AT1G05470,1,5470
AT1G06070,1,6070
AT1G06220,1,6220
AT1G07130,1,7130
AT1G07300,1,7300
AT1G07430,1,7430
AT1G08005,1,8005
AT1G08170,1,8170
AT1G08500,1,8500
AT1G08710,1,8710
AT1G09170,1,9170
AT1G09460,1,9460
AT1G10070,1,10070
AT1G10450,1,10450
AT1G11260,1,11260
AT1G11380,1,11380
AT1G12050,1,12050
AT1G12805,1,12805
AT1G13620,1,13620
AT1G13920,1,13920
AT1G14520,1,14520
AT1G15260,1,15260
AT1G15770,1,15770
AT1G17030,1,17030
AT1G18170,1,18170
AT1G18650,1,18650
AT1G19025,1,19025
AT1G19968,1,19968
AT1G20860,1,20860
AT1G21860,1,21860
AT1G22760,1,22760
AT1G22930,1,22930
AT1G25380,1,25380
AT1G27190,1,27190
AT1G27690,1,27690
AT1G29195,1,29195
AT1G29230,1,29230
AT1G29450,1,29450
AT1G31040,1,31040
AT1G33330,1,33330
AT1G35255,1,35255
AT1G35470,1,35470
AT1G36960,1,36960
AT1G42430,1,42430
AT1G43710,1,43710
AT1G47500,1,47500
AT1G48740,1,48740
AT1G49475,1,49475
AT1G49740,1,49740
AT1G50200,1,50200
AT1G50930,1,50930
AT1G52343,1,52343
AT1G53640,1,53640
AT1G53780,1,53780
AT1G55640,1,55640
AT1G55870,1,55870
AT1G56220,1,56220
AT1G56230,1,56230
AT1G59900,1,59900
AT1G60440,1,60440
AT1G60860,1,60860
AT1G61680,1,61680
AT1G61810,1,61810
AT1G61830,1,61830
AT1G61920,1,61920
AT1G62240,1,62240
AT1G63450,1,63450
AT1G63480,1,63480
AT1G63660,1,63660
AT1G64690,1,64690
AT1G64940,1,64940
AT1G65470,1,65470
AT1G66520,1,66520
AT1G67570,1,67570
AT1G67740,1,67740
AT1G68030,1,68030
AT1G68810,1,68810
AT1G68872,1,68872
AT1G69010,1,69010
AT1G69170,1,69170
AT1G72710,1,72710
AT1G73160,1,73160
AT1G73540,1,73540
AT1G74456,1,74456
AT1G75160,1,75160
AT1G76700,1,76700
AT1G77330,1,77330
AT1G77720,1,77720
AT1G77850,1,77850
AT1G78340,1,78340
AT1G78650,1,78650
AT1G78810,1,78810
AT1G79529,1,79529
AT1G79580,1,79580
AT1G79800,1,79800
AT2G01080,2,1080
AT2G01530,2,1530
AT2G01640,2,1640
AT2G02230,2,2230
AT2G03330,2,3330
AT2G10940,2,10940
AT2G14247,2,14247
AT2G15910,2,15910
AT2G17680,2,17680
AT2G19150,2,19150
AT2G21710,2,21710
AT2G22490,2,22490
AT2G24610,2,24610
AT2G26070,2,26070
AT2G26220,2,26220
AT2G27060,2,27060
AT2G27210,2,27210
AT2G28340,2,28340
AT2G28690,2,28690
AT2G29640,2,29640
AT2G30000,2,30000
AT2G32090,2,32090
AT2G32560,2,32560
AT2G32730,2,32730
AT2G33060,2,33060
AT2G33830,2,33830
AT2G34100,2,34100
AT2G34200,2,34200
AT2G35710,2,35710
AT2G38560,2,38560
AT2G40960,2,40960
AT2G41340,2,41340
AT2G41500,2,41500
AT2G41540,2,41540
AT2G42060,2,42060
AT2G42170,2,42170
AT2G42370,2,42370
AT2G43340,2,43340
AT2G43660,2,43660
AT2G43865,2,43865
AT2G46572,2,46572
AT2G47350,2,47350
AT2G47420,2,47420
AT2G47550,2,47550
